Unnamed: 0,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
9442,19.0,Egypt,EGY,55.0,56.0,-1,CAF,1998-09-16
9443,35.0,Uruguay,URU,49.0,50.0,1,CONMEBOL,1998-09-16
9446,32.0,Saudi Arabia,KSA,51.0,51.0,0,AFC,1998-09-16
9447,31.0,South Africa,RSA,52.0,53.0,3,CAF,1998-09-16
9449,29.0,Austria,AUT,52.0,55.0,5,UEFA,1998-09-16
9451,28.0,Belgium,BEL,53.0,52.0,-2,UEFA,1998-09-16
9452,26.0,Tunisia,TUN,53.0,54.0,0,CAF,1998-09-16
9453,25.0,Sweden,SWE,53.0,51.0,-6,UEFA,1998-09-16
9454,24.0,Colombia,COL,54.0,57.0,5,CONMEBOL,1998-09-16
9456,22.0,Paraguay,PAR,54.0,55.0,-3,CONMEBOL,1998-09-16
9457,21.0,Japan,JPN,55.0,55.0,-1,AFC,1998-09-16
9458,20.0,South Korea,KOR,55.0,55.0,-1,AFC,1998-09-16
9465,126.0,Panama,PAN,19.0,19.0,3,CONCACAF,1998-09-16
9471,120.0,Jordan,JOR,21.0,18.0,-10,AFC,1998-09-16
9479,131.0,New Zealand,NZL,17.0,17.0,0,OFC,1998-09-16
9503,88.0,Canada,CAN,34.0,35.0,6,CONCACAF,1998-09-16
9511,80.0,Senegal,SEN,37.0,37.0,7,CAF,1998-09-16
9514,77.0,Switzerland,SUI,37.0,37.0,1,UEFA,1998-09-16
9517,93.0,Uzbekistan,UZB,32.0,33.0,8,AFC,1998-09-16
9518,95.0,Bosnia and Herzegovina,BIH,31.0,30.0,-2,UEFA,1998-09-16
9531,98.0,Iraq,IRQ,30.0,31.0,7,AFC,1998-09-16
9533,96.0,Haiti,HAI,31.0,31.0,3,CONCACAF,1998-09-16
9556,159.0,Cape Verde,CPV,9.0,8.0,-3,CAF,1998-09-16
9602,93.0,Canada,CAN,32.0,34.0,5,CONCACAF,1998-10-21
9604,95.0,Haiti,HAI,31.0,31.0,-1,CONCACAF,1998-10-21
9608,99.0,Uzbekistan,UZB,30.0,32.0,6,AFC,1998-10-21
9609,100.0,New Zealand,NZL,30.0,17.0,-31,OFC,1998-10-21
9610,101.0,Iraq,IRQ,30.0,30.0,3,AFC,1998-10-21
9643,130.0,Panama,PAN,18.0,19.0,4,CONCACAF,1998-10-21
9651,122.0,Jordan,JOR,22.0,21.0,2,AFC,1998-10-21
9680,161.0,Cape Verde,CPV,9.0,9.0,2,CAF,1998-10-21
9681,91.0,Bosnia and Herzegovina,BIH,32.0,31.0,-4,UEFA,1998-10-21
9684,24.0,Paraguay,PAR,54.0,54.0,2,CONMEBOL,1998-10-21
9685,25.0,Sweden,SWE,54.0,53.0,0,UEFA,1998-10-21
9686,26.0,Tunisia,TUN,54.0,53.0,0,CAF,1998-10-21
9687,27.0,Colombia,COL,53.0,54.0,3,CONMEBOL,1998-10-21
9688,28.0,South Africa,RSA,53.0,52.0,-3,CAF,1998-10-21
9690,30.0,Saudi Arabia,KSA,52.0,51.0,-2,AFC,1998-10-21
9691,31.0,Belgium,BEL,52.0,53.0,3,UEFA,1998-10-21
9693,33.0,Australia,AUS,51.0,48.0,-3,AFC,1998-10-21
9697,37.0,Scotland,SCO,49.0,48.0,-2,UEFA,1998-10-21
9699,39.0,Portugal,POR,48.0,47.0,-2,UEFA,1998-10-21
9701,41.0,Uruguay,URU,48.0,49.0,6,CONMEBOL,1998-10-21
9704,43.0,Ivory Coast,CIV,47.0,45.0,-2,CAF,1998-10-21
9705,22.0,Austria,AUT,55.0,52.0,-7,UEFA,1998-10-21
9706,20.0,Egypt,EGY,55.0,55.0,1,CAF,1998-10-21
9707,1.0,Brazil,BRA,74.0,74.0,0,CONMEBOL,1998-10-21
9708,2.0,France,FRA,69.0,69.0,0,UEFA,1998-10-21
9709,3.0,Germany,GER,67.0,68.0,0,UEFA,1998-10-21
9710,4.0,Croatia,CRO,66.0,67.0,0,UEFA,1998-10-21
9711,5.0,Argentina,ARG,66.0,65.0,0,CONMEBOL,1998-10-21
9713,7.0,Czech Republic,CZE,64.0,65.0,1,UEFA,1998-10-21
9715,9.0,Netherlands,NED,63.0,63.0,0,UEFA,1998-10-21
9716,10.0,England,ENG,62.0,61.0,-1,UEFA,1998-10-21
9717,11.0,Mexico,MEX,62.0,62.0,1,CONCACAF,1998-10-21
9719,13.0,Morocco,MAR,60.0,59.0,-2,CAF,1998-10-21
9720,14.0,Norway,NOR,59.0,59.0,-2,UEFA,1998-10-21
9722,16.0,Spain,ESP,59.0,59.0,2,UEFA,1998-10-21
9723,17.0,United States,USA,57.0,57.0,0,CONCACAF,1998-10-21
9725,19.0,South Korea,KOR,55.0,55.0,-1,AFC,1998-10-21
9726,21.0,Japan,JPN,55.0,55.0,0,AFC,1998-10-21
9727,44.0,Iran,IRN,46.0,48.0,6,AFC,1998-10-21
9729,46.0,Ghana,GHA,45.0,41.0,-14,CAF,1998-10-21
9738,78.0,Senegal,SEN,37.0,37.0,-2,CAF,1998-10-21
9741,81.0,Switzerland,SUI,36.0,37.0,4,UEFA,1998-10-21
9749,69.0,Algeria,ALG,40.0,41.0,13,CAF,1998-10-21
9752,66.0,Ecuador,ECU,41.0,43.0,15,CONMEBOL,1998-10-21
9764,56.0,Qatar,QAT,43.0,38.0,-19,AFC,1998-10-21
9770,60.0,Turkey,TUR,43.0,41.0,-2,UEFA,1998-10-21
9792,34.0,Belgium,BEL,52.0,52.0,3,UEFA,1998-11-18
9793,1.0,Brazil,BRA,74.0,74.0,0,CONMEBOL,1998-11-18
9796,94.0,Canada,CAN,31.0,32.0,1,CONCACAF,1998-11-18
9797,93.0,Bosnia and Herzegovina,BIH,32.0,32.0,2,UEFA,1998-11-18
9808,82.0,Switzerland,SUI,36.0,36.0,1,UEFA,1998-11-18
9810,80.0,Senegal,SEN,37.0,37.0,2,CAF,1998-11-18
9815,100.0,New Zealand,NZL,30.0,30.0,0,OFC,1998-11-18
9827,107.0,Uzbekistan,UZB,28.0,30.0,8,AFC,1998-11-18
9829,105.0,Haiti,HAI,29.0,31.0,10,CONCACAF,1998-11-18
9833,101.0,Iraq,IRQ,30.0,30.0,0,AFC,1998-11-18
9836,77.0,Qatar,QAT,38.0,43.0,21,AFC,1998-11-18
9842,48.0,Ghana,GHA,45.0,45.0,2,CAF,1998-11-18
9843,47.0,Uruguay,URU,45.0,48.0,6,CONMEBOL,1998-11-18
9847,44.0,Iran,IRN,46.0,46.0,0,AFC,1998-11-18
9849,41.0,Ivory Coast,CIV,47.0,47.0,-2,CAF,1998-11-18
9850,40.0,Portugal,POR,48.0,48.0,1,UEFA,1998-11-18
9854,36.0,Scotland,SCO,50.0,49.0,-1,UEFA,1998-11-18
9855,35.0,Australia,AUS,51.0,51.0,2,AFC,1998-11-18
9859,56.0,Turkey,TUR,43.0,43.0,-4,UEFA,1998-11-18
9871,63.0,Ecuador,ECU,41.0,41.0,-3,CONMEBOL,1998-11-18
9873,61.0,Algeria,ALG,41.0,40.0,-8,CAF,1998-11-18
9884,27.0,Saudi Arabia,KSA,53.0,52.0,-3,AFC,1998-11-18
9885,28.0,South Africa,RSA,53.0,53.0,0,CAF,1998-11-18
9887,30.0,Japan,JPN,52.0,55.0,9,AFC,1998-11-18
9889,32.0,Colombia,COL,52.0,53.0,5,CONMEBOL,1998-11-18
9890,24.0,Paraguay,PAR,55.0,54.0,0,CONMEBOL,1998-11-18
9902,23.0,Egypt,EGY,55.0,55.0,3,CAF,1998-11-18
9903,21.0,Austria,AUT,55.0,55.0,-1,UEFA,1998-11-18
9904,2.0,France,FRA,69.0,69.0,0,UEFA,1998-11-18
9905,3.0,Germany,GER,67.0,67.0,0,UEFA,1998-11-18
9906,4.0,Croatia,CRO,67.0,66.0,0,UEFA,1998-11-18
9907,5.0,Argentina,ARG,66.0,66.0,0,CONMEBOL,1998-11-18
9908,6.0,Czech Republic,CZE,64.0,64.0,-1,UEFA,1998-11-18
9911,9.0,Netherlands,NED,62.0,63.0,0,UEFA,1998-11-18
9912,22.0,United States,USA,55.0,57.0,5,CONCACAF,1998-11-18
9913,10.0,Mexico,MEX,62.0,62.0,-1,CONCACAF,1998-11-18
9915,13.0,Morocco,MAR,60.0,60.0,0,CAF,1998-11-18
9916,14.0,Norway,NOR,59.0,59.0,0,UEFA,1998-11-18
9917,15.0,Spain,ESP,58.0,59.0,-1,UEFA,1998-11-18
9919,17.0,Sweden,SWE,56.0,54.0,-8,UEFA,1998-11-18
9920,19.0,South Korea,KOR,55.0,55.0,0,AFC,1998-11-18
9921,20.0,Tunisia,TUN,55.0,54.0,-6,CAF,1998-11-18
9922,11.0,England,ENG,62.0,62.0,1,UEFA,1998-11-18
9943,123.0,Jordan,JOR,22.0,22.0,1,AFC,1998-11-18
9944,131.0,Panama,PAN,18.0,18.0,1,CONCACAF,1998-11-18
9950,161.0,Cape Verde,CPV,9.0,9.0,0,CAF,1998-11-18
9973,126.0,Jordan,JOR,22.0,22.0,3,AFC,1998-12-23
9999,101.0,Canada,CAN,31.0,31.0,7,CONCACAF,1998-12-23
10001,103.0,New Zealand,NZL,30.0,30.0,3,OFC,1998-12-23
10007,109.0,Haiti,HAI,29.0,29.0,4,CONCACAF,1998-12-23
10017,131.0,Panama,PAN,18.0,18.0,0,CONCACAF,1998-12-23
10044,96.0,Bosnia and Herzegovina,BIH,32.0,32.0,3,UEFA,1998-12-23
10060,167.0,Cape Verde,CPV,8.0,9.0,6,CAF,1998-12-23
10070,95.0,Senegal,SEN,32.0,37.0,15,CAF,1998-12-23
10074,34.0,Colombia,COL,52.0,52.0,2,CONMEBOL,1998-12-23
10075,35.0,Belgium,BEL,51.0,52.0,1,UEFA,1998-12-23
10076,36.0,Portugal,POR,51.0,48.0,-4,UEFA,1998-12-23
10078,38.0,Scotland,SCO,50.0,50.0,2,UEFA,1998-12-23
10079,39.0,Australia,AUS,50.0,51.0,4,AFC,1998-12-23
10084,44.0,Ivory Coast,CIV,48.0,47.0,3,CAF,1998-12-23
10088,48.0,Ghana,GHA,46.0,45.0,0,CAF,1998-12-23
10097,57.0,Turkey,TUR,42.0,43.0,1,UEFA,1998-12-23
10100,60.0,Qatar,QAT,41.0,38.0,-17,AFC,1998-12-23
10105,1.0,Brazil,BRA,73.0,74.0,0,CONMEBOL,1998-12-23
10106,2.0,France,FRA,69.0,69.0,0,UEFA,1998-12-23
10107,3.0,Germany,GER,67.0,67.0,0,UEFA,1998-12-23
10108,4.0,Croatia,CRO,67.0,67.0,0,UEFA,1998-12-23
10109,5.0,Argentina,ARG,66.0,66.0,0,CONMEBOL,1998-12-23
10112,8.0,Czech Republic,CZE,64.0,64.0,2,UEFA,1998-12-23
10113,9.0,England,ENG,63.0,62.0,-2,UEFA,1998-12-23
10114,10.0,Mexico,MEX,62.0,62.0,0,CONCACAF,1998-12-23
10115,11.0,Netherlands,NED,62.0,62.0,2,UEFA,1998-12-23
10117,13.0,Morocco,MAR,60.0,60.0,0,CAF,1998-12-23
10118,30.0,Saudi Arabia,KSA,53.0,53.0,3,AFC,1998-12-23
10119,14.0,Norway,NOR,59.0,59.0,0,UEFA,1998-12-23
10121,17.0,South Korea,KOR,57.0,55.0,-2,AFC,1998-12-23
10122,18.0,Sweden,SWE,56.0,56.0,1,UEFA,1998-12-23
10124,20.0,Japan,JPN,55.0,52.0,-10,AFC,1998-12-23
10125,21.0,Tunisia,TUN,55.0,55.0,1,CAF,1998-12-23
10126,22.0,Austria,AUT,55.0,55.0,1,UEFA,1998-12-23
10127,23.0,United States,USA,55.0,55.0,1,CONCACAF,1998-12-23
10129,25.0,Paraguay,PAR,55.0,55.0,1,CONMEBOL,1998-12-23
10130,26.0,South Africa,RSA,54.0,53.0,-2,CAF,1998-12-23
10131,27.0,Iran,IRN,54.0,46.0,-17,AFC,1998-12-23
10132,28.0,Egypt,EGY,54.0,55.0,5,CAF,1998-12-23
10133,15.0,Spain,ESP,59.0,58.0,0,UEFA,1998-12-23
10134,94.0,Iraq,IRQ,33.0,30.0,-7,AFC,1998-12-23
10137,83.0,Switzerland,SUI,35.0,36.0,1,UEFA,1998-12-23
10142,63.0,Ecuador,ECU,41.0,41.0,0,CONMEBOL,1998-12-23
10154,66.0,Uzbekistan,UZB,40.0,28.0,-41,AFC,1998-12-23
10159,71.0,Algeria,ALG,40.0,41.0,10,CAF,1998-12-23
10165,76.0,Uruguay,URU,39.0,45.0,29,CONMEBOL,1998-12-23
10171,3.0,Croatia,CRO,745.0,67.0,-1,UEFA,1999-01-27
10173,1.0,Brazil,BRA,829.0,73.0,0,CONMEBOL,1999-01-27
10174,2.0,France,FRA,787.0,69.0,0,UEFA,1999-01-27
10177,14.0,Sweden,SWE,652.0,56.0,-4,UEFA,1999-01-27
10178,6.0,Argentina,ARG,733.0,66.0,1,CONMEBOL,1999-01-27
10179,27.0,Colombia,COL,593.0,52.0,-7,CONMEBOL,1999-01-27
10180,26.0,Scotland,SCO,602.0,50.0,-12,UEFA,1999-01-27
10181,25.0,South Africa,RSA,603.0,54.0,-1,CAF,1999-01-27
10183,23.0,United States,USA,605.0,55.0,0,CONCACAF,1999-01-27
10184,22.0,Paraguay,PAR,608.0,55.0,-3,CONMEBOL,1999-01-27
10185,21.0,Belgium,BEL,610.0,51.0,-14,UEFA,1999-01-27
10187,18.0,Austria,AUT,633.0,55.0,-4,UEFA,1999-01-27
10188,17.0,Portugal,POR,636.0,51.0,-19,UEFA,1999-01-27
10191,13.0,Norway,NOR,678.0,59.0,-1,UEFA,1999-01-27
10192,12.0,Mexico,MEX,690.0,62.0,2,CONCACAF,1999-01-27
10193,11.0,England,ENG,697.0,63.0,2,UEFA,1999-01-27
10195,9.0,Spain,ESP,703.0,59.0,-6,UEFA,1999-01-27
10196,8.0,Netherlands,NED,720.0,62.0,-3,UEFA,1999-01-27
10197,7.0,Czech Republic,CZE,726.0,64.0,-1,UEFA,1999-01-27
10198,5.0,Germany,GER,742.0,67.0,2,UEFA,1999-01-27
10199,28.0,Tunisia,TUN,592.0,55.0,7,CAF,1999-01-27
10200,19.0,Morocco,MAR,632.0,60.0,6,CAF,1999-01-27
10206,82.0,Uzbekistan,UZB,422.0,40.0,16,AFC,1999-01-27
10215,73.0,Qatar,QAT,448.0,41.0,13,AFC,1999-01-27
10218,78.0,Algeria,ALG,437.0,40.0,7,CAF,1999-01-27
10219,88.0,Senegal,SEN,401.0,32.0,-7,CAF,1999-01-27
10221,90.0,Canada,CAN,390.0,31.0,-11,CONCACAF,1999-01-27
10229,100.0,New Zealand,NZL,356.0,30.0,-3,OFC,1999-01-27
10230,99.0,Iraq,IRQ,357.0,33.0,5,AFC,1999-01-27
10232,97.0,Bosnia and Herzegovina,BIH,364.0,32.0,1,UEFA,1999-01-27
10246,42.0,Turkey,TUR,536.0,42.0,-15,UEFA,1999-01-27
10247,41.0,Ghana,GHA,547.0,46.0,-7,CAF,1999-01-27
10248,40.0,Ivory Coast,CIV,553.0,48.0,-4,CAF,1999-01-27
10252,36.0,Saudi Arabia,KSA,565.0,53.0,6,AFC,1999-01-27
10253,35.0,South Korea,KOR,568.0,57.0,18,AFC,1999-01-27
10255,33.0,Japan,JPN,569.0,55.0,13,AFC,1999-01-27
10256,32.0,Egypt,EGY,578.0,54.0,4,CAF,1999-01-27
10260,47.0,Iran,IRN,530.0,54.0,20,AFC,1999-01-27
10264,65.0,Switzerland,SUI,475.0,35.0,-18,UEFA,1999-01-27
10266,63.0,Uruguay,URU,479.0,39.0,-13,CONMEBOL,1999-01-27
10268,61.0,Ecuador,ECU,485.0,41.0,-2,CONMEBOL,1999-01-27
10279,50.0,Australia,AUS,520.0,50.0,11,AFC,1999-01-27
10284,169.0,Cape Verde,CPV,98.0,8.0,2,CAF,1999-01-27
10343,130.0,Jordan,JOR,234.0,22.0,4,AFC,1999-01-27
10344,119.0,Haiti,HAI,280.0,29.0,10,CONCACAF,1999-01-27
10360,133.0,Panama,PAN,216.0,18.0,2,CONCACAF,1999-01-27
10365,119.0,Haiti,HAI,279.0,280.0,0,CONCACAF,1999-02-24
10381,130.0,Jordan,JOR,233.0,234.0,0,AFC,1999-02-24
10386,134.0,Panama,PAN,215.0,216.0,1,CONCACAF,1999-02-24
10395,82.0,Uzbekistan,UZB,421.0,422.0,0,AFC,1999-02-24
10401,88.0,Senegal,SEN,409.0,401.0,0,CAF,1999-02-24
10403,90.0,Canada,CAN,388.0,390.0,0,CONCACAF,1999-02-24
10410,98.0,Bosnia and Herzegovina,BIH,363.0,364.0,1,UEFA,1999-02-24
10412,100.0,Iraq,IRQ,356.0,357.0,1,AFC,1999-02-24
10413,101.0,New Zealand,NZL,355.0,356.0,1,OFC,1999-02-24
10452,169.0,Cape Verde,CPV,98.0,98.0,0,CAF,1999-02-24
10484,21.0,Belgium,BEL,607.0,610.0,0,UEFA,1999-02-24
10485,22.0,Paraguay,PAR,606.0,608.0,0,CONMEBOL,1999-02-24
10486,23.0,United States,USA,603.0,605.0,0,CONCACAF,1999-02-24
10488,25.0,South Africa,RSA,600.0,603.0,0,CAF,1999-02-24
10489,26.0,Scotland,SCO,599.0,602.0,0,UEFA,1999-02-24
10490,27.0,Colombia,COL,593.0,593.0,0,CONMEBOL,1999-02-24
10492,29.0,Tunisia,TUN,586.0,592.0,1,CAF,1999-02-24
10495,32.0,Egypt,EGY,575.0,578.0,0,CAF,1999-02-24
10496,33.0,South Korea,KOR,566.0,568.0,-2,AFC,1999-02-24
10497,34.0,Japan,JPN,566.0,569.0,1,AFC,1999-02-24
10498,77.0,Algeria,ALG,436.0,437.0,-1,CAF,1999-02-24
10500,19.0,Morocco,MAR,629.0,632.0,0,CAF,1999-02-24
10501,18.0,Austria,AUT,631.0,633.0,0,UEFA,1999-02-24
10502,17.0,Portugal,POR,641.0,636.0,0,UEFA,1999-02-24
10503,1.0,Brazil,BRA,827.0,829.0,0,CONMEBOL,1999-02-24
10504,2.0,France,FRA,786.0,787.0,0,UEFA,1999-02-24
10505,3.0,Croatia,CRO,742.0,745.0,0,UEFA,1999-02-24
10507,5.0,Germany,GER,738.0,742.0,0,UEFA,1999-02-24
10508,6.0,Argentina,ARG,732.0,733.0,0,CONMEBOL,1999-02-24
10509,7.0,Czech Republic,CZE,727.0,726.0,0,UEFA,1999-02-24
10510,36.0,Saudi Arabia,KSA,564.0,565.0,0,AFC,1999-02-24
10511,8.0,Netherlands,NED,716.0,720.0,0,UEFA,1999-02-24
10513,11.0,England,ENG,695.0,697.0,0,UEFA,1999-02-24
10514,12.0,Mexico,MEX,688.0,690.0,0,CONCACAF,1999-02-24
10515,13.0,Norway,NOR,676.0,678.0,0,UEFA,1999-02-24
10516,14.0,Sweden,SWE,659.0,652.0,0,UEFA,1999-02-24
10519,9.0,Spain,ESP,706.0,703.0,0,UEFA,1999-02-24
10527,52.0,Ecuador,ECU,510.0,485.0,-9,CONMEBOL,1999-02-24
10529,50.0,Australia,AUS,518.0,520.0,0,AFC,1999-02-24
10532,47.0,Iran,IRN,528.0,530.0,0,AFC,1999-02-24
10534,45.0,Turkey,TUR,533.0,536.0,3,UEFA,1999-02-24
10536,43.0,Ghana,GHA,541.0,547.0,2,CAF,1999-02-24
10537,42.0,Ivory Coast,CIV,544.0,553.0,2,CAF,1999-02-24
10541,60.0,Switzerland,SUI,493.0,475.0,-5,UEFA,1999-02-24
10545,72.0,Qatar,QAT,447.0,448.0,-1,AFC,1999-02-24
10552,65.0,Uruguay,URU,477.0,479.0,2,CONMEBOL,1999-02-24
10560,18.0,Austria,AUT,635.0,631.0,0,UEFA,1999-03-24
10565,72.0,Algeria,ALG,445.0,436.0,-5,CAF,1999-03-24
10566,71.0,Qatar,QAT,446.0,447.0,-1,AFC,1999-03-24
10574,63.0,Switzerland,SUI,487.0,493.0,3,UEFA,1999-03-24
10582,55.0,Ecuador,ECU,504.0,510.0,3,CONMEBOL,1999-03-24
10583,65.0,Uruguay,URU,473.0,477.0,0,CONMEBOL,1999-03-24
10587,104.0,New Zealand,NZL,353.0,355.0,3,OFC,1999-03-24
10589,102.0,Iraq,IRQ,353.0,356.0,2,AFC,1999-03-24
10599,91.0,Canada,CAN,385.0,388.0,1,CONCACAF,1999-03-24
10605,85.0,Senegal,SEN,413.0,409.0,-3,CAF,1999-03-24
10606,84.0,Uzbekistan,UZB,420.0,421.0,2,AFC,1999-03-24
10613,51.0,Australia,AUS,514.0,518.0,1,AFC,1999-03-24
10614,23.0,United States,USA,603.0,603.0,0,CONCACAF,1999-03-24
10615,22.0,Belgium,BEL,604.0,607.0,1,UEFA,1999-03-24
10617,20.0,Paraguay,PAR,612.0,606.0,-2,CONMEBOL,1999-03-24
10618,19.0,Morocco,MAR,627.0,629.0,0,CAF,1999-03-24
10619,17.0,Portugal,POR,637.0,641.0,0,UEFA,1999-03-24
10622,14.0,Sweden,SWE,656.0,659.0,0,UEFA,1999-03-24
10623,13.0,Norway,NOR,674.0,676.0,0,UEFA,1999-03-24
10624,24.0,South Africa,RSA,599.0,600.0,-1,CAF,1999-03-24
10625,12.0,Mexico,MEX,687.0,688.0,0,CONCACAF,1999-03-24
10627,9.0,Spain,ESP,704.0,706.0,0,UEFA,1999-03-24
10628,8.0,Netherlands,NED,712.0,716.0,0,UEFA,1999-03-24
10629,7.0,Czech Republic,CZE,726.0,727.0,0,UEFA,1999-03-24
10630,6.0,Argentina,ARG,731.0,732.0,0,CONMEBOL,1999-03-24
10631,5.0,Germany,GER,734.0,738.0,0,UEFA,1999-03-24
10633,3.0,Croatia,CRO,738.0,742.0,0,UEFA,1999-03-24
10634,2.0,France,FRA,786.0,786.0,0,UEFA,1999-03-24
10635,1.0,Brazil,BRA,824.0,827.0,0,CONMEBOL,1999-03-24
10636,11.0,England,ENG,693.0,695.0,0,UEFA,1999-03-24
10638,26.0,Scotland,SCO,595.0,599.0,0,UEFA,1999-03-24
10644,46.0,Turkey,TUR,530.0,533.0,1,UEFA,1999-03-24
10645,45.0,Iran,IRN,532.0,528.0,-2,AFC,1999-03-24
10647,43.0,Ghana,GHA,542.0,541.0,0,CAF,1999-03-24
10648,42.0,Ivory Coast,CIV,542.0,544.0,0,CAF,1999-03-24
10652,38.0,Saudi Arabia,KSA,562.0,564.0,2,AFC,1999-03-24
10653,37.0,Japan,JPN,562.0,566.0,3,AFC,1999-03-24
10654,36.0,South Korea,KOR,563.0,566.0,3,AFC,1999-03-24
10658,32.0,Egypt,EGY,572.0,575.0,0,CAF,1999-03-24
10661,29.0,Tunisia,TUN,585.0,586.0,0,CAF,1999-03-24
10662,28.0,Colombia,COL,588.0,593.0,1,CONMEBOL,1999-03-24
10665,97.0,Bosnia and Herzegovina,BIH,373.0,363.0,-1,UEFA,1999-03-24
10672,169.0,Cape Verde,CPV,98.0,98.0,0,CAF,1999-03-24
10727,120.0,Haiti,HAI,278.0,279.0,1,CONCACAF,1999-03-24
10753,136.0,Panama,PAN,214.0,215.0,2,CONCACAF,1999-03-24
10758,131.0,Jordan,JOR,232.0,233.0,1,AFC,1999-03-24
10767,131.0,Jordan,JOR,232.0,232.0,0,AFC,1999-04-21
10774,138.0,Panama,PAN,212.0,214.0,2,CONCACAF,1999-04-21
10815,169.0,Cape Verde,CPV,97.0,98.0,0,CAF,1999-04-21
10826,44.0,Ghana,GHA,540.0,542.0,1,CAF,1999-04-21
10829,47.0,Iran,IRN,531.0,532.0,2,AFC,1999-04-21
10833,51.0,Switzerland,SUI,513.0,487.0,-12,UEFA,1999-04-21
10835,53.0,Australia,AUS,509.0,514.0,2,AFC,1999-04-21
10837,55.0,Ecuador,ECU,509.0,504.0,0,CONMEBOL,1999-04-21
10853,43.0,Ivory Coast,CIV,541.0,542.0,1,CAF,1999-04-21
10855,41.0,Turkey,TUR,547.0,530.0,-5,UEFA,1999-04-21
10856,40.0,Japan,JPN,557.0,562.0,3,AFC,1999-04-21
10857,12.0,Norway,NOR,685.0,674.0,-1,UEFA,1999-04-21
10858,13.0,Mexico,MEX,684.0,687.0,1,CONCACAF,1999-04-21
10859,14.0,Sweden,SWE,677.0,656.0,0,UEFA,1999-04-21
10860,15.0,Portugal,POR,667.0,637.0,-2,UEFA,1999-04-21
10863,18.0,Austria,AUT,633.0,635.0,0,UEFA,1999-04-21
10864,19.0,Morocco,MAR,624.0,627.0,0,CAF,1999-04-21
10865,20.0,Paraguay,PAR,609.0,612.0,0,CONMEBOL,1999-04-21
10869,24.0,United States,USA,600.0,603.0,1,CONCACAF,1999-04-21
10872,27.0,South Africa,RSA,596.0,599.0,3,CAF,1999-04-21
10873,28.0,Scotland,SCO,592.0,595.0,2,UEFA,1999-04-21
10874,29.0,Tunisia,TUN,591.0,585.0,0,CAF,1999-04-21
10875,30.0,Colombia,COL,583.0,588.0,2,CONMEBOL,1999-04-21
10879,34.0,Egypt,EGY,570.0,572.0,2,CAF,1999-04-21
10881,36.0,South Korea,KOR,566.0,563.0,0,AFC,1999-04-21
10883,38.0,Saudi Arabia,KSA,559.0,562.0,0,AFC,1999-04-21
10886,121.0,Haiti,HAI,275.0,278.0,1,CONCACAF,1999-04-21
10891,84.0,Uzbekistan,UZB,418.0,420.0,0,AFC,1999-04-21
10899,76.0,Qatar,QAT,444.0,446.0,5,AFC,1999-04-21
10902,87.0,Senegal,SEN,410.0,413.0,2,CAF,1999-04-21
10907,68.0,Algeria,ALG,460.0,445.0,-4,CAF,1999-04-21
10908,67.0,Uruguay,URU,468.0,473.0,2,CONMEBOL,1999-04-21
10936,103.0,Iraq,IRQ,350.0,353.0,1,AFC,1999-04-21
10942,97.0,Bosnia and Herzegovina,BIH,372.0,373.0,0,UEFA,1999-04-21
10946,93.0,Canada,CAN,381.0,385.0,2,CONCACAF,1999-04-21
10949,104.0,New Zealand,NZL,350.0,353.0,0,OFC,1999-04-21
10950,10.0,England,ENG,700.0,693.0,-1,UEFA,1999-04-21
10951,25.0,Belgium,BEL,599.0,604.0,3,UEFA,1999-04-21
10953,1.0,Brazil,BRA,817.0,824.0,0,CONMEBOL,1999-04-21
10954,2.0,France,FRA,786.0,786.0,0,UEFA,1999-04-21
10955,3.0,Germany,GER,746.0,734.0,-2,UEFA,1999-04-21
10957,5.0,Czech Republic,CZE,741.0,726.0,-2,UEFA,1999-04-21
10958,6.0,Croatia,CRO,734.0,738.0,3,UEFA,1999-04-21
10959,7.0,Argentina,ARG,732.0,731.0,1,CONMEBOL,1999-04-21
10960,8.0,Spain,ESP,720.0,704.0,-1,UEFA,1999-04-21
10961,9.0,Netherlands,NED,709.0,712.0,1,UEFA,1999-04-21
10962,139.0,Panama,PAN,209.0,212.0,1,CONCACAF,1999-05-19
10986,15.0,Portugal,POR,670.0,667.0,0,UEFA,1999-05-19
10987,14.0,Sweden,SWE,673.0,677.0,0,UEFA,1999-05-19
10988,13.0,Mexico,MEX,679.0,684.0,0,CONCACAF,1999-05-19
10989,12.0,Norway,NOR,690.0,685.0,0,UEFA,1999-05-19
10990,11.0,England,ENG,695.0,700.0,1,UEFA,1999-05-19
10992,68.0,Algeria,ALG,456.0,460.0,0,CAF,1999-05-19
10993,9.0,Netherlands,NED,703.0,709.0,0,UEFA,1999-05-19
10994,8.0,Spain,ESP,724.0,720.0,0,UEFA,1999-05-19
10995,7.0,Argentina,ARG,729.0,732.0,0,CONMEBOL,1999-05-19
10996,6.0,Croatia,CRO,730.0,734.0,0,UEFA,1999-05-19
10997,5.0,Czech Republic,CZE,736.0,741.0,0,UEFA,1999-05-19
10999,3.0,Germany,GER,742.0,746.0,0,UEFA,1999-05-19
11000,2.0,France,FRA,785.0,786.0,0,UEFA,1999-05-19
11001,1.0,Brazil,BRA,817.0,817.0,0,CONMEBOL,1999-05-19
11004,104.0,New Zealand,NZL,347.0,350.0,0,OFC,1999-05-19
