Unnamed: 0,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
58387,94.0,Qatar,QAT,1247.0,1236.0,-4,AFC,2018-09-20
58397,104.0,Haiti,HAI,1212.0,1212.0,0,CONCACAF,2018-09-20
58400,96.0,Uzbekistan,UZB,1245.0,1247.0,1,AFC,2018-09-20
58403,81.0,Curaçao,CUW,1303.0,1300.0,0,CONCACAF,2018-09-20
58409,64.0,Egypt,EGY,1364.0,1355.0,-1,CAF,2018-09-20
58411,66.0,Ivory Coast,CIV,1351.0,1344.0,-1,CAF,2018-09-20
58412,67.0,Cape Verde,CPV,1350.0,1356.0,3,CAF,2018-09-20
58414,69.0,Algeria,ALG,1343.0,1351.0,3,CAF,2018-09-20
58416,71.0,Saudi Arabia,KSA,1337.0,1336.0,1,AFC,2018-09-20
58418,73.0,South Africa,RSA,1325.0,1327.0,-1,CAF,2018-09-20
58425,79.0,Canada,CAN,1307.0,1304.0,0,CONCACAF,2018-09-20
58426,70.0,Panama,PAN,1339.0,1343.0,1,CONCACAF,2018-09-20
58454,119.0,New Zealand,NZL,1157.0,1157.0,0,OFC,2018-10-25
58525,30.0,Iran,IRN,1478.0,1474.0,-3,AFC,2018-10-25
58526,31.0,Paraguay,PAR,1477.0,1477.0,0,CONMEBOL,2018-10-25
58527,32.0,Bosnia and Herzegovina,BIH,1476.0,1468.0,-2,UEFA,2018-10-25
58533,38.0,Turkey,TUR,1449.0,1456.0,0,UEFA,2018-10-25
58535,40.0,Scotland,SCO,1435.0,1448.0,1,UEFA,2018-10-25
58537,42.0,Australia,AUS,1432.0,1431.0,-1,AFC,2018-10-25
58541,46.0,DR Congo,COD,1423.0,1447.0,6,CAF,2018-10-25
58542,47.0,Morocco,MAR,1422.0,1425.0,2,CAF,2018-10-25
58543,48.0,Czech Republic,CZE,1420.0,1418.0,1,UEFA,2018-10-25
58544,48.0,Norway,NOR,1420.0,1405.0,-4,UEFA,2018-10-25
58545,50.0,Japan,JPN,1409.0,1398.0,-4,AFC,2018-10-25
58547,52.0,Ghana,GHA,1407.0,1407.0,1,CAF,2018-10-25
58548,53.0,South Korea,KOR,1401.0,1395.0,-2,AFC,2018-10-25
58555,1.0,Belgium,BEL,1733.0,1729.0,0,UEFA,2018-10-25
58556,2.0,France,FRA,1732.0,1729.0,1,UEFA,2018-10-25
58557,3.0,Brazil,BRA,1669.0,1663.0,0,CONMEBOL,2018-10-25
58558,4.0,Croatia,CRO,1635.0,1634.0,0,UEFA,2018-10-25
58559,5.0,England,ENG,1619.0,1612.0,-1,UEFA,2018-10-25
58560,6.0,Uruguay,URU,1617.0,1632.0,1,CONMEBOL,2018-10-25
58561,8.0,Switzerland,SUI,1598.0,1598.0,0,UEFA,2018-10-25
58562,9.0,Spain,ESP,1594.0,1597.0,0,UEFA,2018-10-25
58564,11.0,Colombia,COL,1575.0,1567.0,-3,CONMEBOL,2018-10-25
58565,12.0,Argentina,ARG,1573.0,1575.0,1,CONMEBOL,2018-10-25
58567,14.0,Germany,GER,1555.0,1568.0,2,UEFA,2018-10-25
58568,15.0,Netherlands,NED,1550.0,1540.0,-2,UEFA,2018-10-25
58569,16.0,Mexico,MEX,1549.0,1550.0,1,CONCACAF,2018-10-25
58570,17.0,Sweden,SWE,1548.0,1550.0,2,UEFA,2018-10-25
58575,22.0,Tunisia,TUN,1515.0,1503.0,-1,CAF,2018-10-25
58576,23.0,United States,USA,1506.0,1510.0,1,CONCACAF,2018-10-25
58577,24.0,Austria,AUT,1502.0,1499.0,0,UEFA,2018-10-25
58578,25.0,Senegal,SEN,1501.0,1492.0,0,CAF,2018-10-25
58581,7.0,Portugal,POR,1616.0,1606.0,0,UEFA,2018-10-25
58582,58.0,Egypt,EGY,1378.0,1364.0,-6,CAF,2018-10-25
58584,89.0,Iraq,IRQ,1270.0,1272.0,0,AFC,2018-10-25
58589,94.0,Uzbekistan,UZB,1254.0,1245.0,-2,AFC,2018-10-25
58591,96.0,Qatar,QAT,1248.0,1247.0,2,AFC,2018-10-25
58598,103.0,Haiti,HAI,1216.0,1212.0,-1,CONCACAF,2018-10-25
58603,112.0,Jordan,JOR,1189.0,1189.0,2,AFC,2018-10-25
58614,61.0,Ecuador,ECU,1371.0,1378.0,3,CONMEBOL,2018-10-25
58616,64.0,Ivory Coast,CIV,1356.0,1351.0,-2,CAF,2018-10-25
58619,67.0,Algeria,ALG,1339.0,1343.0,-2,CAF,2018-10-25
58620,68.0,Cape Verde,CPV,1338.0,1350.0,1,CAF,2018-10-25
58623,70.0,Panama,PAN,1335.0,1339.0,0,CONCACAF,2018-10-25
58625,73.0,South Africa,RSA,1321.0,1325.0,0,CAF,2018-10-25
58627,72.0,Saudi Arabia,KSA,1334.0,1337.0,1,AFC,2018-10-25
58631,79.0,Curaçao,CUW,1306.0,1303.0,-2,CONCACAF,2018-10-25
58634,76.0,Canada,CAN,1310.0,1307.0,-3,CONCACAF,2018-10-25
58638,56.0,Egypt,EGY,1393.0,1378.0,-2,CAF,2018-11-29
58642,72.0,South Africa,RSA,1325.0,1321.0,-1,CAF,2018-11-29
58643,72.0,Cape Verde,CPV,1325.0,1338.0,4,CAF,2018-11-29
58644,71.0,Panama,PAN,1326.0,1335.0,1,CONCACAF,2018-11-29
58646,69.0,Saudi Arabia,KSA,1335.0,1334.0,-3,AFC,2018-11-29
58648,67.0,Algeria,ALG,1347.0,1339.0,0,CAF,2018-11-29
58649,65.0,Ivory Coast,CIV,1356.0,1356.0,1,CAF,2018-11-29
58656,57.0,Ecuador,ECU,1382.0,1371.0,-4,CONMEBOL,2018-11-29
58670,95.0,Uzbekistan,UZB,1251.0,1254.0,1,AFC,2018-11-29
58672,93.0,Qatar,QAT,1258.0,1248.0,-3,AFC,2018-11-29
58673,78.0,Canada,CAN,1314.0,1310.0,2,CONCACAF,2018-11-29
58676,88.0,Iraq,IRQ,1271.0,1270.0,-1,AFC,2018-11-29
58684,80.0,Curaçao,CUW,1306.0,1306.0,1,CONCACAF,2018-11-29
58687,26.0,Tunisia,TUN,1493.0,1515.0,4,CAF,2018-11-29
58688,51.0,Ghana,GHA,1412.0,1407.0,-1,CAF,2018-11-29
58689,23.0,Senegal,SEN,1505.0,1501.0,-2,CAF,2018-11-29
58690,22.0,Austria,AUT,1509.0,1502.0,-2,UEFA,2018-11-29
58695,17.0,Mexico,MEX,1540.0,1549.0,1,CONCACAF,2018-11-29
58696,16.0,Germany,GER,1558.0,1555.0,2,UEFA,2018-11-29
58697,14.0,Netherlands,NED,1560.0,1550.0,-1,UEFA,2018-11-29
58698,14.0,Sweden,SWE,1560.0,1548.0,-3,UEFA,2018-11-29
58701,11.0,Argentina,ARG,1582.0,1573.0,-1,CONMEBOL,2018-11-29
58703,9.0,Spain,ESP,1591.0,1594.0,0,UEFA,2018-11-29
58704,8.0,Switzerland,SUI,1599.0,1598.0,0,UEFA,2018-11-29
58705,7.0,Uruguay,URU,1609.0,1617.0,1,CONMEBOL,2018-11-29
58706,6.0,Portugal,POR,1614.0,1616.0,-1,UEFA,2018-11-29
58707,5.0,England,ENG,1631.0,1619.0,0,UEFA,2018-11-29
58708,4.0,Croatia,CRO,1634.0,1635.0,0,UEFA,2018-11-29
58709,103.0,Haiti,HAI,1219.0,1216.0,0,CONCACAF,2018-11-29
58710,3.0,Brazil,BRA,1676.0,1669.0,0,CONMEBOL,2018-11-29
58711,12.0,Colombia,COL,1575.0,1575.0,1,CONMEBOL,2018-11-29
58712,25.0,United States,USA,1497.0,1506.0,2,CONCACAF,2018-11-29
58716,50.0,Japan,JPN,1414.0,1409.0,0,AFC,2018-11-29
58717,49.0,DR Congo,COD,1420.0,1423.0,3,CAF,2018-11-29
58719,46.0,Norway,NOR,1425.0,1420.0,-2,UEFA,2018-11-29
58724,42.0,Czech Republic,CZE,1435.0,1420.0,-6,UEFA,2018-11-29
58725,41.0,Australia,AUS,1436.0,1432.0,-1,AFC,2018-11-29
58726,40.0,Morocco,MAR,1440.0,1422.0,-7,CAF,2018-11-29
58727,39.0,Turkey,TUR,1443.0,1449.0,1,UEFA,2018-11-29
58728,38.0,Scotland,SCO,1446.0,1435.0,-2,UEFA,2018-11-29
58732,34.0,Bosnia and Herzegovina,BIH,1472.0,1476.0,2,UEFA,2018-11-29
58734,32.0,Paraguay,PAR,1476.0,1477.0,1,CONMEBOL,2018-11-29
58737,29.0,Iran,IRN,1481.0,1478.0,-1,AFC,2018-11-29
58738,53.0,South Korea,KOR,1405.0,1401.0,0,AFC,2018-11-29
58762,2.0,France,FRA,1726.0,1732.0,0,UEFA,2018-11-29
58801,122.0,New Zealand,NZL,1157.0,1157.0,3,OFC,2018-11-29
58813,109.0,Jordan,JOR,1196.0,1189.0,-3,AFC,2018-11-29
58845,1.0,Belgium,BEL,1727.0,1733.0,0,UEFA,2018-11-29
58849,3.0,Brazil,BRA,1676.0,1676.0,0,CONMEBOL,2018-12-20
58887,122.0,New Zealand,NZL,1157.0,1157.0,0,OFC,2018-12-20
58923,1.0,Belgium,BEL,1727.0,1727.0,0,UEFA,2018-12-20
58952,4.0,Croatia,CRO,1634.0,1634.0,0,UEFA,2018-12-20
58953,109.0,Jordan,JOR,1196.0,1196.0,0,AFC,2018-12-20
58956,32.0,Paraguay,PAR,1476.0,1476.0,0,CONMEBOL,2018-12-20
58958,34.0,Bosnia and Herzegovina,BIH,1472.0,1472.0,0,UEFA,2018-12-20
58962,38.0,Scotland,SCO,1446.0,1446.0,0,UEFA,2018-12-20
58963,39.0,Turkey,TUR,1443.0,1443.0,0,UEFA,2018-12-20
58964,40.0,Morocco,MAR,1440.0,1440.0,0,CAF,2018-12-20
58965,29.0,Iran,IRN,1481.0,1481.0,0,AFC,2018-12-20
58966,41.0,Australia,AUS,1436.0,1436.0,0,AFC,2018-12-20
58971,46.0,Norway,NOR,1425.0,1425.0,0,UEFA,2018-12-20
58973,49.0,DR Congo,COD,1420.0,1420.0,0,CAF,2018-12-20
58974,50.0,Japan,JPN,1414.0,1414.0,0,AFC,2018-12-20
58976,51.0,Ghana,GHA,1412.0,1412.0,0,CAF,2018-12-20
58977,42.0,Czech Republic,CZE,1435.0,1435.0,0,UEFA,2018-12-20
58981,2.0,France,FRA,1726.0,1726.0,0,UEFA,2018-12-20
58982,5.0,England,ENG,1631.0,1631.0,0,UEFA,2018-12-20
58983,6.0,Portugal,POR,1614.0,1614.0,0,UEFA,2018-12-20
58984,7.0,Uruguay,URU,1609.0,1609.0,0,CONMEBOL,2018-12-20
58985,8.0,Switzerland,SUI,1599.0,1599.0,0,UEFA,2018-12-20
58986,9.0,Spain,ESP,1591.0,1591.0,0,UEFA,2018-12-20
58988,11.0,Argentina,ARG,1582.0,1582.0,0,CONMEBOL,2018-12-20
58989,12.0,Colombia,COL,1575.0,1575.0,0,CONMEBOL,2018-12-20
58991,14.0,Sweden,SWE,1560.0,1560.0,0,UEFA,2018-12-20
58992,14.0,Netherlands,NED,1560.0,1560.0,0,UEFA,2018-12-20
58993,16.0,Germany,GER,1558.0,1558.0,0,UEFA,2018-12-20
58994,17.0,Mexico,MEX,1540.0,1540.0,0,CONCACAF,2018-12-20
58999,22.0,Austria,AUT,1509.0,1509.0,0,UEFA,2018-12-20
59000,23.0,Senegal,SEN,1505.0,1505.0,0,CAF,2018-12-20
59002,25.0,United States,USA,1497.0,1497.0,0,CONCACAF,2018-12-20
59003,26.0,Tunisia,TUN,1493.0,1493.0,0,CAF,2018-12-20
59004,53.0,South Korea,KOR,1405.0,1405.0,0,AFC,2018-12-20
59007,56.0,Egypt,EGY,1393.0,1393.0,0,CAF,2018-12-20
59011,88.0,Iraq,IRQ,1271.0,1271.0,0,AFC,2018-12-20
59016,93.0,Qatar,QAT,1258.0,1258.0,0,AFC,2018-12-20
59018,95.0,Uzbekistan,UZB,1251.0,1251.0,0,AFC,2018-12-20
59026,103.0,Haiti,HAI,1219.0,1219.0,0,CONCACAF,2018-12-20
59035,57.0,Ecuador,ECU,1382.0,1382.0,0,CONMEBOL,2018-12-20
59042,65.0,Ivory Coast,CIV,1356.0,1356.0,0,CAF,2018-12-20
59044,67.0,Algeria,ALG,1347.0,1347.0,0,CAF,2018-12-20
59046,69.0,Saudi Arabia,KSA,1335.0,1335.0,0,AFC,2018-12-20
59048,71.0,Panama,PAN,1326.0,1326.0,0,CONCACAF,2018-12-20
59049,72.0,South Africa,RSA,1325.0,1325.0,0,CAF,2018-12-20
59050,72.0,Cape Verde,CPV,1325.0,1325.0,0,CAF,2018-12-20
59055,78.0,Canada,CAN,1314.0,1314.0,0,CONCACAF,2018-12-20
59057,80.0,Curaçao,CUW,1306.0,1306.0,0,CONCACAF,2018-12-20
59060,1.0,Belgium,BEL,1727.0,1727.0,0,UEFA,2019-02-07
59097,119.0,New Zealand,NZL,1157.0,1157.0,-3,OFC,2019-02-07
59165,2.0,France,FRA,1726.0,1726.0,0,UEFA,2019-02-07
59168,33.0,Paraguay,PAR,1476.0,1476.0,1,CONMEBOL,2019-02-07
59170,35.0,Bosnia and Herzegovina,BIH,1472.0,1472.0,1,UEFA,2019-02-07
59173,38.0,South Korea,KOR,1451.0,1405.0,-15,AFC,2019-02-07
59175,40.0,Scotland,SCO,1446.0,1446.0,2,UEFA,2019-02-07
59177,41.0,Turkey,TUR,1443.0,1443.0,2,UEFA,2019-02-07
59178,43.0,Morocco,MAR,1440.0,1440.0,3,CAF,2019-02-07
59179,44.0,Czech Republic,CZE,1435.0,1435.0,2,UEFA,2019-02-07
59184,48.0,Norway,NOR,1425.0,1425.0,2,UEFA,2019-02-07
59186,51.0,DR Congo,COD,1420.0,1420.0,2,CAF,2019-02-07
59188,42.0,Australia,AUS,1441.0,1436.0,1,AFC,2019-02-07
59189,52.0,Ghana,GHA,1412.0,1412.0,1,CAF,2019-02-07
59191,27.0,Japan,JPN,1495.0,1414.0,-23,AFC,2019-02-07
59192,5.0,England,ENG,1631.0,1631.0,0,UEFA,2019-02-07
59193,6.0,Portugal,POR,1614.0,1614.0,0,UEFA,2019-02-07
59194,7.0,Uruguay,URU,1609.0,1609.0,0,CONMEBOL,2019-02-07
59195,8.0,Switzerland,SUI,1599.0,1599.0,0,UEFA,2019-02-07
59196,9.0,Spain,ESP,1591.0,1591.0,0,UEFA,2019-02-07
59198,11.0,Argentina,ARG,1582.0,1582.0,0,CONMEBOL,2019-02-07
59199,12.0,Colombia,COL,1575.0,1575.0,0,CONMEBOL,2019-02-07
59201,14.0,Sweden,SWE,1560.0,1560.0,0,UEFA,2019-02-07
59202,28.0,Tunisia,TUN,1493.0,1493.0,2,CAF,2019-02-07
59203,14.0,Netherlands,NED,1560.0,1560.0,0,UEFA,2019-02-07
59204,17.0,Mexico,MEX,1540.0,1540.0,0,CONCACAF,2019-02-07
59209,22.0,Iran,IRN,1516.0,1481.0,-7,AFC,2019-02-07
59210,23.0,Austria,AUT,1509.0,1509.0,1,UEFA,2019-02-07
59211,24.0,Senegal,SEN,1505.0,1505.0,1,CAF,2019-02-07
59212,25.0,United States,USA,1501.0,1497.0,0,CONCACAF,2019-02-07
59214,16.0,Germany,GER,1558.0,1558.0,0,UEFA,2019-02-07
59216,55.0,Qatar,QAT,1398.0,1258.0,-38,AFC,2019-02-07
59223,89.0,Uzbekistan,UZB,1275.0,1251.0,-6,AFC,2019-02-07
59232,97.0,Jordan,JOR,1238.0,1196.0,-12,AFC,2019-02-07
59238,103.0,Haiti,HAI,1219.0,1219.0,0,CONCACAF,2019-02-07
59242,81.0,Curaçao,CUW,1306.0,1306.0,1,CONCACAF,2019-02-07
59243,80.0,Iraq,IRQ,1310.0,1271.0,-8,AFC,2019-02-07
59244,57.0,Egypt,EGY,1393.0,1393.0,1,CAF,2019-02-07
59245,58.0,Ecuador,ECU,1382.0,1382.0,1,CONMEBOL,2019-02-07
59253,66.0,Ivory Coast,CIV,1356.0,1356.0,1,CAF,2019-02-07
59256,69.0,Algeria,ALG,1349.0,1347.0,2,CAF,2019-02-07
59257,70.0,Saudi Arabia,KSA,1344.0,1335.0,1,AFC,2019-02-07
59261,74.0,South Africa,RSA,1325.0,1325.0,2,CAF,2019-02-07
59262,74.0,Cape Verde,CPV,1325.0,1325.0,2,CAF,2019-02-07
59263,76.0,Panama,PAN,1324.0,1326.0,5,CONCACAF,2019-02-07
59266,79.0,Canada,CAN,1314.0,1314.0,1,CONCACAF,2019-02-07
59269,3.0,Brazil,BRA,1676.0,1676.0,0,CONMEBOL,2019-02-07
59270,4.0,Croatia,CRO,1634.0,1634.0,0,UEFA,2019-02-07
59271,78.0,Canada,CAN,1314.0,1314.0,-1,CONCACAF,2019-04-04
59272,76.0,Iraq,IRQ,1319.0,1310.0,-4,AFC,2019-04-04
59273,76.0,Cape Verde,CPV,1319.0,1325.0,2,CAF,2019-04-04
59275,74.0,Panama,PAN,1327.0,1324.0,-2,CONCACAF,2019-04-04
59276,73.0,South Africa,RSA,1335.0,1325.0,-1,CAF,2019-04-04
59277,72.0,Saudi Arabia,KSA,1342.0,1344.0,2,AFC,2019-04-04
59279,70.0,Algeria,ALG,1348.0,1349.0,1,CAF,2019-04-04
59283,65.0,Ivory Coast,CIV,1365.0,1356.0,-1,CAF,2019-04-04
59290,59.0,Ecuador,ECU,1378.0,1382.0,1,CONMEBOL,2019-04-04
59292,57.0,Egypt,EGY,1384.0,1393.0,0,CAF,2019-04-04
59296,82.0,Curaçao,CUW,1296.0,1306.0,1,CONCACAF,2019-04-04
59301,100.0,Haiti,HAI,1223.0,1219.0,-3,CONCACAF,2019-04-04
59304,97.0,Jordan,JOR,1229.0,1238.0,0,AFC,2019-04-04
59316,85.0,Uzbekistan,UZB,1279.0,1275.0,-4,AFC,2019-04-04
59320,55.0,Qatar,QAT,1398.0,1398.0,0,AFC,2019-04-04
59324,24.0,United States,USA,1506.0,1501.0,-1,CONCACAF,2019-04-04
59325,23.0,Senegal,SEN,1515.0,1505.0,-1,CAF,2019-04-04
59326,21.0,Iran,IRN,1516.0,1516.0,-1,AFC,2019-04-04
59330,18.0,Mexico,MEX,1549.0,1540.0,1,CONCACAF,2019-04-04
59332,16.0,Netherlands,NED,1554.0,1560.0,2,UEFA,2019-04-04
59333,26.0,Japan,JPN,1494.0,1495.0,-1,AFC,2019-04-04
59335,13.0,Germany,GER,1570.0,1558.0,-3,UEFA,2019-04-04
59336,12.0,Colombia,COL,1573.0,1575.0,0,CONMEBOL,2019-04-04
59337,11.0,Argentina,ARG,1580.0,1582.0,0,CONMEBOL,2019-04-04
59339,9.0,Spain,ESP,1601.0,1591.0,0,UEFA,2019-04-04
59340,8.0,Switzerland,SUI,1604.0,1599.0,0,UEFA,2019-04-04
59341,7.0,Portugal,POR,1607.0,1614.0,1,UEFA,2019-04-04
59342,6.0,Uruguay,URU,1613.0,1609.0,-1,CONMEBOL,2019-04-04
59343,5.0,Croatia,CRO,1621.0,1634.0,1,UEFA,2019-04-04
59344,4.0,England,ENG,1647.0,1631.0,-1,UEFA,2019-04-04
59345,14.0,Sweden,SWE,1567.0,1560.0,0,UEFA,2019-04-04
59347,28.0,Tunisia,TUN,1491.0,1493.0,0,CAF,2019-04-04
59351,50.0,Norway,NOR,1420.0,1425.0,2,UEFA,2019-04-04
59352,49.0,Ghana,GHA,1423.0,1412.0,-3,CAF,2019-04-04
59353,48.0,Czech Republic,CZE,1424.0,1435.0,4,UEFA,2019-04-04
59355,46.0,DR Congo,COD,1425.0,1420.0,-5,CAF,2019-04-04
59356,45.0,Morocco,MAR,1429.0,1440.0,2,CAF,2019-04-04
59357,44.0,Scotland,SCO,1430.0,1446.0,4,UEFA,2019-04-04
59360,41.0,Australia,AUS,1441.0,1441.0,-1,AFC,2019-04-04
59362,39.0,Turkey,TUR,1457.0,1443.0,-2,UEFA,2019-04-04
59364,37.0,South Korea,KOR,1462.0,1451.0,-1,AFC,2019-04-04
59365,36.0,Paraguay,PAR,1467.0,1476.0,3,CONMEBOL,2019-04-04
59366,35.0,Bosnia and Herzegovina,BIH,1478.0,1472.0,0,UEFA,2019-04-04
59367,34.0,Austria,AUT,1479.0,1509.0,11,UEFA,2019-04-04
59450,119.0,New Zealand,NZL,1157.0,1157.0,0,OFC,2019-04-04
59478,1.0,Belgium,BEL,1737.0,1727.0,0,UEFA,2019-04-04
59480,2.0,France,FRA,1734.0,1726.0,0,UEFA,2019-04-04
59481,3.0,Brazil,BRA,1676.0,1676.0,0,CONMEBOL,2019-04-04
59531,119.0,New Zealand,NZL,1157.0,1157.0,0,OFC,2019-06-14
59585,1.0,Belgium,BEL,1746.0,1737.0,0,UEFA,2019-06-14
59587,28.0,Japan,JPN,1496.0,1494.0,2,AFC,2019-06-14
59588,30.0,United States,USA,1495.0,1506.0,6,CONCACAF,2019-06-14
59594,36.0,Paraguay,PAR,1468.0,1467.0,0,CONMEBOL,2019-06-14
59595,37.0,South Korea,KOR,1467.0,1462.0,0,AFC,2019-06-14
59596,37.0,Turkey,TUR,1467.0,1457.0,-2,UEFA,2019-06-14
59599,41.0,Czech Republic,CZE,1448.0,1424.0,-7,UEFA,2019-06-14
59601,43.0,Australia,AUS,1436.0,1441.0,2,AFC,2019-06-14
59603,45.0,Scotland,SCO,1433.0,1430.0,1,UEFA,2019-06-14
59605,47.0,Morocco,MAR,1429.0,1429.0,2,CAF,2019-06-14
59606,47.0,Norway,NOR,1429.0,1420.0,-3,UEFA,2019-06-14
59607,49.0,DR Congo,COD,1424.0,1425.0,3,CAF,2019-06-14
59608,50.0,Ghana,GHA,1423.0,1423.0,1,CAF,2019-06-14
59609,39.0,Bosnia and Herzegovina,BIH,1453.0,1478.0,4,UEFA,2019-06-14
59611,26.0,Austria,AUT,1498.0,1479.0,-8,UEFA,2019-06-14
59612,25.0,Tunisia,TUN,1501.0,1491.0,-3,CAF,2019-06-14
59613,2.0,France,FRA,1718.0,1734.0,0,UEFA,2019-06-14
59614,3.0,Brazil,BRA,1681.0,1676.0,0,CONMEBOL,2019-06-14
59615,4.0,England,ENG,1652.0,1647.0,0,UEFA,2019-06-14
59616,5.0,Portugal,POR,1631.0,1607.0,-2,UEFA,2019-06-14
59617,6.0,Croatia,CRO,1625.0,1621.0,1,UEFA,2019-06-14
59618,7.0,Spain,ESP,1617.0,1601.0,-2,UEFA,2019-06-14
59619,8.0,Uruguay,URU,1615.0,1613.0,2,CONMEBOL,2019-06-14
59620,9.0,Switzerland,SUI,1605.0,1604.0,1,UEFA,2019-06-14
59622,11.0,Germany,GER,1582.0,1570.0,-2,UEFA,2019-06-14
59623,11.0,Argentina,ARG,1582.0,1580.0,0,CONMEBOL,2019-06-14
59624,13.0,Colombia,COL,1580.0,1573.0,1,CONMEBOL,2019-06-14
59626,14.0,Netherlands,NED,1569.0,1554.0,-2,UEFA,2019-06-14
59628,17.0,Sweden,SWE,1558.0,1567.0,3,UEFA,2019-06-14
59629,18.0,Mexico,MEX,1557.0,1549.0,0,CONCACAF,2019-06-14
59631,20.0,Iran,IRN,1518.0,1516.0,-1,AFC,2019-06-14
59633,22.0,Senegal,SEN,1515.0,1515.0,-1,CAF,2019-06-14
59642,82.0,Uzbekistan,UZB,1286.0,1279.0,-3,AFC,2019-06-14
59656,98.0,Jordan,JOR,1229.0,1229.0,1,AFC,2019-06-14
59660,101.0,Haiti,HAI,1219.0,1223.0,1,CONCACAF,2019-06-14
59664,79.0,Curaçao,CUW,1302.0,1296.0,-3,CONCACAF,2019-06-14
59665,78.0,Canada,CAN,1314.0,1314.0,0,CONCACAF,2019-06-14
59666,55.0,Qatar,QAT,1396.0,1398.0,0,AFC,2019-06-14
59669,58.0,Egypt,EGY,1384.0,1384.0,1,CAF,2019-06-14
59671,60.0,Ecuador,ECU,1375.0,1378.0,1,CONMEBOL,2019-06-14
59675,62.0,Ivory Coast,CIV,1365.0,1365.0,-3,CAF,2019-06-14
59679,68.0,Algeria,ALG,1346.0,1348.0,-2,CAF,2019-06-14
59681,69.0,Saudi Arabia,KSA,1342.0,1342.0,-3,AFC,2019-06-14
59683,72.0,South Africa,RSA,1335.0,1335.0,-1,CAF,2019-06-14
59686,75.0,Panama,PAN,1322.0,1327.0,1,CONCACAF,2019-06-14
59687,76.0,Cape Verde,CPV,1319.0,1319.0,0,CAF,2019-06-14
59688,77.0,Iraq,IRQ,1315.0,1319.0,1,AFC,2019-06-14
59729,117.0,New Zealand,NZL,1157.0,1157.0,-2,OFC,2019-07-25
59800,29.0,Tunisia,TUN,1496.0,1501.0,4,CAF,2019-07-25
59805,33.0,Japan,JPN,1481.0,1496.0,5,AFC,2019-07-25
59808,37.0,South Korea,KOR,1467.0,1467.0,0,AFC,2019-07-25
59809,27.0,Austria,AUT,1498.0,1498.0,1,UEFA,2019-07-25
59810,37.0,Turkey,TUR,1467.0,1467.0,0,UEFA,2019-07-25
59811,40.0,Algeria,ALG,1463.0,1346.0,-28,CAF,2019-07-25
59812,41.0,Morocco,MAR,1461.0,1429.0,-6,CAF,2019-07-25
59813,42.0,Bosnia and Herzegovina,BIH,1453.0,1453.0,3,UEFA,2019-07-25
59814,43.0,Czech Republic,CZE,1448.0,1448.0,2,UEFA,2019-07-25
59817,46.0,Australia,AUS,1436.0,1436.0,3,AFC,2019-07-25
59819,48.0,Scotland,SCO,1433.0,1433.0,3,UEFA,2019-07-25
59820,49.0,Egypt,EGY,1431.0,1384.0,-9,CAF,2019-07-25
59821,39.0,Paraguay,PAR,1464.0,1468.0,3,CONMEBOL,2019-07-25
59825,1.0,Belgium,BEL,1746.0,1746.0,0,UEFA,2019-07-25
59826,2.0,Brazil,BRA,1726.0,1681.0,-1,CONMEBOL,2019-07-25
59827,3.0,France,FRA,1718.0,1718.0,1,UEFA,2019-07-25
59828,4.0,England,ENG,1652.0,1652.0,0,UEFA,2019-07-25
59829,5.0,Uruguay,URU,1637.0,1615.0,-3,CONMEBOL,2019-07-25
59830,6.0,Portugal,POR,1631.0,1631.0,1,UEFA,2019-07-25
59831,7.0,Croatia,CRO,1625.0,1625.0,1,UEFA,2019-07-25
59832,8.0,Colombia,COL,1622.0,1580.0,-5,CONMEBOL,2019-07-25
59833,9.0,Spain,ESP,1617.0,1617.0,2,UEFA,2019-07-25
59834,10.0,Argentina,ARG,1610.0,1582.0,-1,CONMEBOL,2019-07-25
59835,11.0,Switzerland,SUI,1605.0,1605.0,2,UEFA,2019-07-25
59836,12.0,Mexico,MEX,1604.0,1557.0,-6,CONCACAF,2019-07-25
59839,15.0,Germany,GER,1582.0,1582.0,4,UEFA,2019-07-25
59841,16.0,Netherlands,NED,1569.0,1569.0,2,UEFA,2019-07-25
59842,18.0,Sweden,SWE,1558.0,1558.0,1,UEFA,2019-07-25
59845,20.0,Senegal,SEN,1550.0,1515.0,-2,CAF,2019-07-25
59846,22.0,United States,USA,1548.0,1495.0,-8,CONCACAF,2019-07-25
59847,23.0,Iran,IRN,1518.0,1518.0,3,AFC,2019-07-25
59848,50.0,Norway,NOR,1429.0,1429.0,3,UEFA,2019-07-25
59850,50.0,Ghana,GHA,1429.0,1423.0,0,CAF,2019-07-25
59854,83.0,Haiti,HAI,1288.0,1219.0,-18,CONCACAF,2019-07-25
59857,84.0,Uzbekistan,UZB,1286.0,1286.0,2,AFC,2019-07-25
59870,99.0,Jordan,JOR,1229.0,1229.0,1,AFC,2019-07-25
59875,79.0,Curaçao,CUW,1309.0,1302.0,0,CONCACAF,2019-07-25
59876,78.0,Canada,CAN,1312.0,1314.0,0,CONCACAF,2019-07-25
59877,77.0,Iraq,IRQ,1315.0,1315.0,0,AFC,2019-07-25
59880,56.0,DR Congo,COD,1395.0,1424.0,7,CAF,2019-07-25
59881,57.0,Ivory Coast,CIV,1394.0,1365.0,-5,CAF,2019-07-25
59886,62.0,Qatar,QAT,1375.0,1396.0,7,AFC,2019-07-25
